2008,2,26,100000.0
2008,2,27,100867.0
2008,2,28,101120.0
2008,2,29,100699.0
2008,3,3,99283.0
2008,3,4,98041.0
2008,3,5,98041.0
2008,3,6,98041.0
2008,3,7,98041.0
2008,3,10,98041.0
2008,3,11,98041.0
2008,3,12,98041.0
2008,3,13,98041.0
2008,3,14,98041.0
2008,3,17,98041.0
2008,3,18,98041.0
2008,3,19,98041.0
2008,3,20,98041.0
2008,3,24,98041.0
2008,3,25,98041.0
2008,3,26,98041.0
2008,3,27,98041.0
2008,3,28,98041.0
2008,3,31,98041.0
2008,4,1,98041.0
2008,4,2,98134.0
2008,4,3,98175.0
2008,4,4,98166.0
2008,4,7,98178.0
2008,4,8,98200.0
2008,4,9,98200.0
2008,4,10,98200.0
2008,4,11,98200.0
2008,4,14,98200.0
2008,4,15,98200.0
2008,4,16,98200.0
2008,4,17,98200.0
2008,4,18,98200.0
2008,4,21,98498.0
2008,4,22,96693.0
2008,4,23,97498.0
2008,4,24,96952.0
2008,4,25,97337.0
2008,4,28,97518.0
2008,4,29,97420.0
2008,4,30,97346.0
2008,5,1,97665.0
2008,5,2,97724.0
2008,5,5,97917.0
2008,5,6,98613.0
2008,5,7,97863.0
2008,5,8,98250.0
2008,5,9,97640.0
2008,5,12,97947.0
2008,5,13,98019.0
2008,5,14,98019.0
2008,5,15,98019.0
2008,5,16,98237.0
2008,5,19,97948.0
2008,5,20,97864.0
2008,5,21,97338.0
2008,5,22,97551.0
2008,5,23,97191.0
2008,5,27,97359.0
2008,5,28,97359.0
2008,5,29,97359.0
2008,5,30,97359.0
2008,6,2,97359.0
2008,6,3,97359.0
2008,6,4,97359.0
2008,6,5,97359.0
2008,6,6,97359.0
2008,6,9,97359.0
2008,6,10,97359.0
2008,6,11,97359.0
2008,6,12,97359.0
2008,6,13,97359.0
2008,6,16,97359.0
2008,6,17,97359.0
2008,6,18,97359.0
2008,6,19,97359.0
2008,6,20,97359.0
2008,6,23,97359.0
2008,6,24,97359.0
2008,6,25,97359.0
2008,6,26,97359.0
2008,6,27,97359.0
2008,6,30,97359.0
2008,7,1,97359.0
2008,7,2,97359.0
2008,7,3,97359.0
2008,7,7,97359.0
2008,7,8,97359.0
2008,7,9,97359.0
2008,7,10,97359.0
2008,7,11,97359.0
2008,7,14,97359.0
2008,7,15,97359.0
2008,7,16,97359.0
2008,7,17,97359.0
2008,7,18,97359.0
2008,7,21,97359.0
