2016-04-01 08:14:48.427,105.0
2016-04-01 08:18:27.887,110.0
2016-04-01 08:18:27.887,110.0
2016-04-01 08:18:27.887,230.0
2016-04-01 08:18:27.887,450.0
2016-04-01 08:19:36.833,90.0
2016-04-01 08:20:57.917,130.0
2016-04-01 08:20:57.917,80.0
2016-04-01 08:20:57.917,95.0
2016-04-01 08:20:57.917,30.0
2016-04-01 08:21:07.027,58.0
2016-04-01 08:24:43.253,58.0
2016-04-01 08:35:13.240,100.0
2016-04-01 08:41:48.810,54.0
2016-04-01 08:42:56.017,55.0
2016-04-01 08:48:15.243,48.0
2016-04-01 08:53:13.377,20.0
2016-04-01 09:35:13.620,128.0
2016-04-01 09:43:15.443,138.0
2016-04-01 09:43:50.930,52.0
2016-04-01 09:48:52.287,90.0
2016-04-01 09:57:28.747,118.0
2016-04-01 09:57:28.747,88.0
2016-04-01 09:58:26.973,32.0
2016-04-01 10:01:47.200,75.0
2016-04-01 10:10:46.443,59.0
2016-04-01 10:12:54.710,50.0
2016-04-01 10:16:01.257,46.0
2016-04-01 10:16:01.257,128.0
2016-04-01 10:16:01.257,3.0
2016-04-01 10:16:01.257,85.0
2016-04-01 10:16:01.257,60.0
2016-04-01 10:16:01.257,35.0
2016-04-01 10:20:06.097,58.0
2016-04-01 10:26:30.397,220.0
2016-04-01 10:26:30.397,235.0
2016-04-01 10:26:30.397,455.0
2016-04-01 10:28:49.697,36.0
2016-04-01 10:28:49.697,75.0
2016-04-01 10:42:15.003,150.0
2016-04-01 10:54:39.807,90.0
2016-04-01 10:55:39.097,69.0
2016-04-01 10:57:39.797,59.0
2016-04-01 10:57:39.797,176.4
2016-04-01 10:58:15.543,28.0
2016-04-01 11:01:22.213,172.0
2016-04-01 11:01:59.127,45.0
2016-04-01 11:01:59.127,75.0
2016-04-01 11:14:22.320,75.0
2016-04-01 11:17:09.460,0.0
2016-04-01 11:17:09.460,0.0
2016-04-01 11:17:09.460,0.0
2016-04-01 11:20:31.000,75.0
2016-04-01 11:22:01.067,0.0
2016-04-01 11:27:50.827,40.0
2016-04-01 11:28:26.737,67.0
2016-04-01 11:28:26.737,1.0
2016-04-01 11:42:16.667,50.0
2016-04-01 11:51:04.137,46.0
2016-04-01 11:51:04.137,30.0
2016-04-01 11:51:04.137,32.0
2016-04-01 11:51:04.137,3.0
2016-04-01 11:51:12.237,76.0
2016-04-01 11:52:09.420,25.0
2016-04-01 11:53:37.490,12.0
2016-04-01 11:53:37.490,69.0
2016-04-01 11:57:08.060,23.0
2016-04-01 11:57:08.060,25.0
2016-04-01 11:57:26.793,38.0
2016-04-01 12:08:50.263,42.0
2016-04-01 12:09:26.677,56.0
2016-04-01 12:09:26.677,92.0
2016-04-01 12:09:58.780,83.0
2016-04-01 12:10:27.580,14.0
2016-04-01 12:10:50.367,48.0
2016-04-01 12:24:20.337,10.0
2016-04-01 12:24:20.337,150.0
2016-04-01 12:27:53.447,58.0
2016-04-01 12:27:53.447,36.0
2016-04-01 12:43:38.630,25.0
2016-04-01 12:44:32.430,26.0
2016-04-01 12:51:41.363,0.0
2016-04-01 12:51:41.363,0.0
2016-04-01 12:52:05.627,25.0
2016-04-01 12:52:05.627,0.0
2016-04-01 12:53:23.287,0.0
2016-04-01 12:53:23.287,0.0
2016-04-01 12:56:10.090,100.0
2016-04-01 13:01:25.687,84.0
2016-04-01 13:06:45.757,420.0
2016-04-01 13:06:45.757,50.0
2016-04-01 13:16:02.000,28.0
2016-04-01 13:18:41.510,49.0
2016-04-01 13:18:41.510,250.0
2016-04-01 13:21:07.010,26.0
2016-04-01 13:27:24.857,105.0
2016-04-01 13:30:32.307,245.0
2016-04-01 13:31:01.813,3.0
2016-04-01 13:31:15.417,3.0
2016-04-01 13:53:22.367,18.0
2016-04-01 13:54:07.593,108.0
2016-04-01 13:57:54.037,90.0
2016-04-01 14:02:01.890,0.0
2016-04-01 14:08:10.530,56.0
2016-04-01 14:08:10.530,90.0
2016-04-01 14:09:47.087,28.0
2016-04-01 14:14:31.067,69.0
2016-04-01 14:14:31.067,116.0
2016-04-01 14:14:31.067,224.0
2016-04-01 14:14:31.067,340.0
2016-04-01 14:16:10.053,26.0
2016-04-01 14:18:25.527,640.0
2016-04-01 14:18:25.527,72.0
2016-04-01 14:18:25.527,30.0
2016-04-01 14:40:38.140,110.0
2016-04-01 14:41:17.517,8.0
2016-04-01 14:56:39.260,80.0
2016-04-01 15:05:41.547,84.0
2016-04-01 15:05:41.547,90.0
2016-04-01 15:07:45.327,90.0
2016-04-01 15:21:27.013,100.0
2016-04-01 15:21:27.013,26.0
2016-04-01 15:22:05.270,75.0
2016-04-01 15:22:05.270,1.0
2016-04-01 15:26:57.030,18.0
2016-04-01 15:29:19.953,12.0
2016-04-01 15:29:19.953,60.0
2016-04-01 15:31:28.250,130.0
2016-04-01 15:33:15.170,0.0
2016-04-01 15:33:15.170,0.0
2016-04-01 15:33:15.170,0.0
2016-04-01 15:33:15.170,0.0
2016-04-01 15:40:44.987,244.0
2016-04-01 15:40:44.987,45.0
2016-04-01 15:40:44.987,45.0
2016-04-01 15:40:44.987,90.0
2016-04-01 15:41:00.753,58.0
2016-04-01 15:46:13.537,90.0
2016-04-01 15:49:25.977,39.0
2016-04-01 15:49:25.977,25.0
2016-04-01 15:49:25.977,64.0
2016-04-01 15:52:25.790,105.0
2016-04-01 15:53:54.010,122.0
2016-04-01 15:53:54.010,48.0
2016-04-01 16:01:02.933,58.0
2016-04-01 16:07:38.557,127.0
2016-04-01 16:08:04.993,130.0
2016-04-01 16:18:07.633,40.0
2016-04-01 16:18:07.633,25.0
2016-04-01 16:18:07.633,65.0
2016-04-01 16:18:07.633,59.0
2016-04-01 16:18:07.633,3.0
2016-04-01 16:20:56.247,110.0
2016-04-01 16:25:37.007,56.0
2016-04-01 16:31:19.197,384.0
2016-04-01 16:31:19.197,3.0
2016-04-01 16:31:19.197,26.0
2016-04-01 16:53:27.220,339.0
2016-04-01 16:59:37.723,8.0
2016-04-01 17:03:16.790,544.0
2016-04-01 17:03:16.790,3.0
2016-04-01 17:03:16.790,54.0
2016-04-01 17:04:01.130,150.0
